MedUrl,BrandName,GenName,Effects,Desc
http://www.medsplan.com/DrugsDetailsPage/GERPYRIN-1000MG-INJECTION/Paracetamol-(-Acetaminophen-),GERPYRIN 1000MG INJECTION,Paracetamol ( Acetaminophen ),"Rare, but rashes occurs.,Blood disorders (including thrombocytopenia, leucopenia, neutropenia) are reported.,Hypotension also reported on infusion.,It may cause liver damage (and less frequently renal damage) following overdosage.","Mild to moderate pain,Pyrexia including post-immunisation pyrexia,Pain relief in osteoarthritis and soft tissue lesions,Headache,Acute migraine attack,Avian flu or bird flu,Swine flu or H1N1 flu"
http://www.medsplan.com/DrugsDetailsPage/GRACOF-PLUS-SYRUP/Salbutamol-(-Albuterol-),GRACOF PLUS SYRUP,Salbutamol ( Albuterol ),"Anxiety,Tremor,Headache,Drymouth,Palpitation and muscle cramps,Other symptoms:,Tachycardia,Arrhythmia,Flushing,Myocardial ischemia,Disturbances of sleep and behaviour","Prophylaxis and treatment of asthma,Premature labour,Reversible airway obstruction"
http://www.medsplan.com/DrugsDetailsPage/GLENPAR-650MG-TABLET/Paracetamol-(-Acetaminophen-),GLENPAR 650MG TABLET,Paracetamol ( Acetaminophen ),"Rare, but rashes occurs.,Blood disorders (including thrombocytopenia, leucopenia, neutropenia) are reported.,Hypotension also reported on infusion.,It may cause liver damage (and less frequently renal damage) following overdosage.","Mild to moderate pain,Pyrexia including post-immunisation pyrexia,Pain relief in osteoarthritis and soft tissue lesions,Headache,Acute migraine attack,Avian flu or bird flu,Swine flu or H1N1 flu"
http://www.medsplan.com/DrugsDetailsPage/GLENPAR-500MG-TABLET/Paracetamol-(-Acetaminophen-),GLENPAR 500MG TABLET,Paracetamol ( Acetaminophen ),"Rare, but rashes occurs.,Blood disorders (including thrombocytopenia, leucopenia, neutropenia) are reported.,Hypotension also reported on infusion.,It may cause liver damage (and less frequently renal damage) following overdosage.","Mild to moderate pain,Pyrexia including post-immunisation pyrexia,Pain relief in osteoarthritis and soft tissue lesions,Headache,Acute migraine attack,Avian flu or bird flu,Swine flu or H1N1 flu"
http://www.medsplan.com/DrugsDetailsPage/GLENVIRAX-800MG-TABLET/Acyclovir,GLENVIRAX 800MG TABLET,Acyclovir,"Nausea,Vomiting,Diarrhoea,Injection site reactions,Headache ,Agitation,Vertigo ,Confusion,Dizziness,Sore throat,Constipation,Abdominal pain,Hair loss,Rash and weakness,Encephalopathy,Hallucinations,Artralgia","Treatment of Herpes simplex keratitis.,Long term suppression of skin infections in Herpes simplex as well as mucous membrane.,Prophylaxis in immunocompromised patients.,Herpes zoster treatment."
http://www.medsplan.com/DrugsDetailsPage/GLENVIRAX-200MG-TABLET/Acyclovir,GLENVIRAX 200MG TABLET,Acyclovir,"Nausea,Vomiting,Diarrhoea,Injection site reactions,Headache ,Agitation,Vertigo ,Confusion,Dizziness,Sore throat,Constipation,Abdominal pain,Hair loss,Rash and weakness,Encephalopathy,Hallucinations,Artralgia","Treatment of Herpes simplex keratitis.,Long term suppression of skin infections in Herpes simplex as well as mucous membrane.,Prophylaxis in immunocompromised patients.,Herpes zoster treatment."
http://www.medsplan.com/DrugsDetailsPage/GLENPAR-D-TABLET/Paracetamol-(-Acetaminophen-),GLENPAR D TABLET,Paracetamol ( Acetaminophen ),"Rare, but rashes occurs.,Blood disorders (including thrombocytopenia, leucopenia, neutropenia) are reported.,Hypotension also reported on infusion.,It may cause liver damage (and less frequently renal damage) following overdosage.","Mild to moderate pain,Pyrexia including post-immunisation pyrexia,Pain relief in osteoarthritis and soft tissue lesions,Headache,Acute migraine attack,Avian flu or bird flu,Swine flu or H1N1 flu"
http://www.medsplan.com/DrugsDetailsPage/GLENVIRAX-5--CREAM/Acyclovir,GLENVIRAX 5% CREAM,Acyclovir,"Nausea,Vomiting,Diarrhoea,Injection site reactions,Headache ,Agitation,Vertigo ,Confusion,Dizziness,Sore throat,Constipation,Abdominal pain,Hair loss,Rash and weakness,Encephalopathy,Hallucinations,Artralgia","Treatment of Herpes simplex keratitis.,Long term suppression of skin infections in Herpes simplex as well as mucous membrane.,Prophylaxis in immunocompromised patients.,Herpes zoster treatment."
http://www.medsplan.com/DrugsDetailsPage/GERCILLIN-250MG-CAPSULE/Ampicillin,GERCILLIN 250MG CAPSULE,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GLENVIRAX-400MG-TABLET/Acyclovir,GLENVIRAX 400MG TABLET,Acyclovir,"Nausea,Vomiting,Diarrhoea,Injection site reactions,Headache ,Agitation,Vertigo ,Confusion,Dizziness,Sore throat,Constipation,Abdominal pain,Hair loss,Rash and weakness,Encephalopathy,Hallucinations,Artralgia","Treatment of Herpes simplex keratitis.,Long term suppression of skin infections in Herpes simplex as well as mucous membrane.,Prophylaxis in immunocompromised patients.,Herpes zoster treatment."
http://www.medsplan.com/DrugsDetailsPage/GERCILLIN-SYRUP/Ampicillin,GERCILLIN SYRUP,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GUDLORIC/Allopurinol,GUDLORIC,Allopurinol,"Fever,Sore throat,Headache,Skin rash,Pain or bleeding when you urinate,Nausea, ,Upper stomach pain,Itching,Loss of appetite,Weight loss,Dark urine,Clay-colored stools,Jaundice","Prophylaxis of gout,Prophylaxis of hyperuricaemia associated with cancer chemotherapy"
http://www.medsplan.com/DrugsDetailsPage/GLUMOX-250MG-TABLET/Acetazolamide,GLUMOX 250MG TABLET,Acetazolamide,"Nausea,Vomiting,Diiarrhoea,Taste disturbance ,Loss of appetite,Paraesthesia,Flushing,Headache,Dizziness,Fatigue,Irritability,Depression","Adjunct in the treatment of chronic open-angle glaucoma,Secondary glaucoma as part of pre-operative treatment of acute,angle-closure glaucoma,Edema in heart failure"
http://www.medsplan.com/DrugsDetailsPage/GERCILLIN-500MG-CAPSULE/Ampicillin,GERCILLIN 500MG CAPSULE,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GERCILLIN-500MG-INJECTION/Ampicillin,GERCILLIN 500MG INJECTION,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GERCICLOX-CAPSULE-250MG/Ampicillin,GERCICLOX CAPSULE 250MG,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GERCICLOX-INJECTION/Ampicillin,GERCICLOX INJECTION,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GERCICLOX-CAPSULE/Ampicillin,GERCICLOX CAPSULE,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GESTIN/Allyl-Estrenol,GESTIN,Allyl Estrenol,"Genitourinary- Changes in libido (sexual drive), breast changes, altered menstrual cycles or irregular menstrual bleeding.,Gastrointestinal- Gastrointestinal disturbances and appetite/weight change. ,Central Nervous System- Headache, depression and fatigue. ,Miscellaneous- Fluid retention, swelling in extremities, pimple, skin rash, hives, fever and excessive hair growth over the body. ","It is used to help prevent miscarriage and recurring pregnancy loss, and may also be used to help prevent premature labour.,It may also be used by male patients to treat benign prostatic hypertrophy."
http://www.medsplan.com/DrugsDetailsPage/GYNONYS-5MG-TABLET/Allyl-Estrenol,GYNONYS 5MG TABLET,Allyl Estrenol,"Genitourinary- Changes in libido (sexual drive), breast changes, altered menstrual cycles or irregular menstrual bleeding.,Gastrointestinal- Gastrointestinal disturbances and appetite/weight change. ,Central Nervous System- Headache, depression and fatigue. ,Miscellaneous- Fluid retention, swelling in extremities, pimple, skin rash, hives, fever and excessive hair growth over the body. ","It is used to help prevent miscarriage and recurring pregnancy loss, and may also be used to help prevent premature labour.,It may also be used by male patients to treat benign prostatic hypertrophy."
http://www.medsplan.com/DrugsDetailsPage/GERCICLOX-KID-TABLET/Ampicillin,GERCICLOX KID TABLET,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GERCICLOX-DC-CAPSULE/Ampicillin,GERCICLOX-DC CAPSULE,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GERCICLOX-LB-CAPSULE/Ampicillin,GERCICLOX LB CAPSULE,Ampicillin,"Nausea,Vomiting ,Diarrhoea ,Rashes ,Rarely, antibiotic-associated colitis","Urinary-tract infections ,Otitis media,Sinusitis ,Bronchitis,Acquired pneumonia ,Haemophilus influenzae infections ,Invasive salmonellosis,Llisterial meningitis "
http://www.medsplan.com/DrugsDetailsPage/GALPREX-0-25-TABLET/Alprazolam,GALPREX-0.25 TABLET,Alprazolam,"Depressed mood,Thoughts of suicide or hurting yourself,Unusual risk-taking behavior,Decreased inhibitions, no fear of danger,Confusion,Hyperactivity,Agitation,Hostility,Hallucinations,Chest pain,Pounding heartbeats or fluttering in your chest,Uncontrolled muscle movements, tremor, seizure (convulsions),Jaundice (yellowing of the skin or eyes),Less serious alprazolam side effects may include:,Drowsiness,Dizziness,Feeling tired or irritable,Blurred vision,Headache,Memory problems,Trouble concentrating,Sleep problems (insomnia),Swelling in your hands or feet,Muscle weakness,Lack of balance or coordination,Slurred speech,Upset stomach,Nausea,Vomiting,Constipation,Diarrhea,Increased sweating,Dry mouth,Stuffy nose,Appetite or weight changes,Loss of interest in sex","Anxiety disorders,Panic attack"
http://www.medsplan.com/DrugsDetailsPage/GELUSIL-MPS/Aluminium-Hydroxide,GELUSIL-MPS,Aluminium Hydroxide,"Stop using the medication and call your doctor at once if you have a serious side effect such as:,Severe stomach pain or constipation,Bloody, black, or tarry stools,Coughing up blood that looks like coffee grounds,Pain when you urinate,Extreme drowsiness,Tired feeling, loss of appetite, and muscle weakness","Ulcer and non-ulcer dyspepsia,GERD,Hyperphosphataemia"
http://www.medsplan.com/DrugsDetailsPage/GRAVION-5MG/Allyl-Estrenol,GRAVION 5MG,Allyl Estrenol,"Genitourinary- Changes in libido (sexual drive), breast changes, altered menstrual cycles or irregular menstrual bleeding.,Gastrointestinal- Gastrointestinal disturbances and appetite/weight change. ,Central Nervous System- Headache, depression and fatigue. ,Miscellaneous- Fluid retention, swelling in extremities, pimple, skin rash, hives, fever and excessive hair growth over the body. ","It is used to help prevent miscarriage and recurring pregnancy loss, and may also be used to help prevent premature labour.,It may also be used by male patients to treat benign prostatic hypertrophy."
http://www.medsplan.com/DrugsDetailsPage/GERIPAN-ORAL-GEL/Aluminium-Hydroxide,GERIPAN ORAL GEL,Aluminium Hydroxide,"Stop using the medication and call your doctor at once if you have a serious side effect such as:,Severe stomach pain or constipation,Bloody, black, or tarry stools,Coughing up blood that looks like coffee grounds,Pain when you urinate,Extreme drowsiness,Tired feeling, loss of appetite, and muscle weakness","Ulcer and non-ulcer dyspepsia,GERD,Hyperphosphataemia"
http://www.medsplan.com/DrugsDetailsPage/GLORISTAT-TRIO-CAPSULE/Aspirin-(-Acetyl-Salicylic-Acid-),GLORISTAT-TRIO CAPSULE,Aspirin ( Acetyl Salicylic Acid ),"GI  disturbances,Prolonged bleeding time,Rhinitis,Urticaria,Epigastric discomfort,Angioedema,Salicylism,Tinnitus,Bronchospasm,Gastric erosion, ulceration & bleeding,Reye’s syndrome,Hepatotoxicity,CNS depression which may lead to coma,CV collapse,Respiratory failure,Paroxysmal bronchospasm,Dyspnoea","Headache,Acute migraine attacks,Transient musculoskeletal pain,Dysmenorrhoeal pain and for reducing fever,Pain and inflammation of rheumatoid arthritis,Antiplatelet agent for prophylaxis of myocardial infarction, stable,angina pectoris; stroke prophylaxis.,Avian flu or bird flu,Swine flu or H1N1 flu"
http://www.medsplan.com/DrugsDetailsPage/GELUSIL/Aluminium-Hydroxide,GELUSIL,Aluminium Hydroxide,"Stop using the medication and call your doctor at once if you have a serious side effect such as:,Severe stomach pain or constipation,Bloody, black, or tarry stools,Coughing up blood that looks like coffee grounds,Pain when you urinate,Extreme drowsiness,Tired feeling, loss of appetite, and muscle weakness","Ulcer and non-ulcer dyspepsia,GERD,Hyperphosphataemia"
http://www.medsplan.com/DrugsDetailsPage/GEMARTUM-80MG-480MG-TABLET/Artemether,GEMARTUM 80MG/480MG TABLET,Artemether,"Cough,Diarrhea,Dizziness,Fatigue,Headache,Joint and muscle pain and stiffness,Loss of appetite,Nausea,Stomach pain,Tiredness,Trouble in sleeping,Vomiting,Weakness ","Treatment of severe P. falciparum malaria in areas where evidence is there that quinine is ineffective,Multi drug resistant malaria"
http://www.medsplan.com/DrugsDetailsPage/GOLDISTAT-10MG-TABLET/Atorvastatin-Calcium,GOLDISTAT 10MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GRESSAMI-100MG/Amisulpride,GRESSAMI 100MG,Amisulpride,"Most Common - Extra pyramidal effects- abnormal movements, anxiety, restlessness, agitation and increased salivation. ,Central Nervous System - Sleepiness or sleeplessness, tardive dyskinesia-involuntary movements, drowsiness, dizziness, and seizures. ,Gastrointestinal - Constipation, nausea, vomiting, dry mouth and increased appetite. ,Heart - Abnormal heart rhythm, slow heart rate and low blood pressure. ,Miscellaneous - Impotence, weight gain, fever, raised liver enzyme level, and allergic reactions. ","Schizophrenia,Bipolar disorder,Dysthymia"
http://www.medsplan.com/DrugsDetailsPage/GRESSAMI-200MG-/Amisulpride,GRESSAMI 200MG,Amisulpride,"Most Common - Extra pyramidal effects- abnormal movements, anxiety, restlessness, agitation and increased salivation. ,Central Nervous System - Sleepiness or sleeplessness, tardive dyskinesia-involuntary movements, drowsiness, dizziness, and seizures. ,Gastrointestinal - Constipation, nausea, vomiting, dry mouth and increased appetite. ,Heart - Abnormal heart rhythm, slow heart rate and low blood pressure. ,Miscellaneous - Impotence, weight gain, fever, raised liver enzyme level, and allergic reactions. ","Schizophrenia,Bipolar disorder,Dysthymia"
http://www.medsplan.com/DrugsDetailsPage/GNATE-L/Artemether,GNATE L,Artemether,"Cough,Diarrhea,Dizziness,Fatigue,Headache,Joint and muscle pain and stiffness,Loss of appetite,Nausea,Stomach pain,Tiredness,Trouble in sleeping,Vomiting,Weakness ","Treatment of severe P. falciparum malaria in areas where evidence is there that quinine is ineffective,Multi drug resistant malaria"
http://www.medsplan.com/DrugsDetailsPage/GENXVAST-F-TABLET/Atorvastatin-Calcium,GENXVAST F TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GLEEFEN-10-mg/Baclofen,GLEEFEN 10 mg,Baclofen,"Gastro-intestinal disturbances,Dry mouth,Hypotension,Respiratory or cardiovascular depression,Sedation,Drowsiness,Confusion,Dizziness,Ataxia,Hallucinations,Nightmares,Headache,Euphoria,,Insomnia,Depression,Anxiety,Agitation,Tremor,Seizure,Urinary disturbances,Myalgia,Visual disorders,Rash,Hyperhidrosis,Rarely taste disturbances,Abdominal pain,Changes in hepatic function,Paraesthesia,Erectile dysfunction,Dysarthria,Very rarely hypothermia",Severe chronic spasticity
http://www.medsplan.com/DrugsDetailsPage/GOLDISTAT-40MG-TABLET/Atorvastatin-Calcium,GOLDISTAT 40MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GOLDISTAT-20MG-TABLET/Atorvastatin-Calcium,GOLDISTAT 20MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GOLDISTAT-5MG-TABLET/Atorvastatin-Calcium,GOLDISTAT 5MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GLIHYPO-20MG-TABLET/Atorvastatin-Calcium,GLIHYPO 20MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GATRO-TABLET/Atorvastatin-Calcium,GATRO TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GOLDISTAT-F-10MG-TABLET/Atorvastatin-Calcium,GOLDISTAT F 10MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GENLIP-10MG-TABLET/Atorvastatin-Calcium,GENLIP 10MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GENXVAST-5MG-TABLET/Atorvastatin-Calcium,GENXVAST 5MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GENXVAST-20MG-TABLET/Atorvastatin-Calcium,GENXVAST 20MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
http://www.medsplan.com/DrugsDetailsPage/GENXVAST-10MG-TABLET/Atorvastatin-Calcium,GENXVAST 10MG TABLET,Atorvastatin Calcium,"Serious side effects are: ,Unexplained muscle pain,Tenderness, or weakness,Confusion,Memory problems,Fever,Unusual tiredness, and dark colored urine,Swelling,Weight gain,Urinating less than usual or not at all,Increased thirst,Increased urination,Hunger, dry mouth,Fruity breath odor,Drowsiness,Dry skin,Blurred vision,Weight loss,Nausea,Upper stomach pain,Itching, loss of appetite,Dark urine,Clay-colored stools","Primary and secondary hypercholesterolemia,Prevention of cerebrovascular accidents,Primary prevention of coronary heart disease"
